STATISTIC Label,Quarter,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Dingle, Kerry",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Kenmare, Kerry",Euro,926.13
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Killarney, Kerry",Euro,1106.84
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Killorglin, Kerry",Euro,990.09
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Listowel, Kerry",Euro,842.75
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Tralee, Kerry",Euro,948.65
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Kildare,Euro,1433.59
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Kildare Town,Euro,1234.6
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Athy, Kildare",Euro,1042.05
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Castledermot, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Celbridge, Kildare",Euro,1549.18
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Clane, Kildare",Euro,1432.36
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Kilcock, Kildare",Euro,1336.4
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Kilcullen, Kildare",Euro,1316.6
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Kill, Kildare",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Leixlip, Kildare",Euro,1530
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Maynooth, Kildare",Euro,1664
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Monasterevin, Kildare",Euro,1152.54
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Naas, Kildare",Euro,1611.05
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Newbridge, Kildare",Euro,1255.67
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Rathangan, Kildare",Euro,1162.53
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Sallins, Kildare",Euro,1389
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Kilkenny,Euro,967.29
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Kilkenny City,Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Callan, Kilkenny",Euro,971.61
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Castlecomer, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Freshford, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Kells, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Thomastown, Kilkenny",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Laois,Euro,984.79
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Mountmellick, Laois",Euro,942.22
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Mountrath, Laois",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Portarlington, Laois",Euro,959.61
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Portlaoise, Laois",Euro,1019.4
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Leitrim,Euro,757.89
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Carrick-On-Shannon, Leitrim",Euro,792.45
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Manorhamilton, Leitrim",Euro,663.42
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Limerick,Euro,1227.39
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Limerick City,Euro,1297.09
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Abbeyfeale, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Annacotty, Limerick",Euro,1469.01
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Castleconnell, Limerick",Euro,1242.67
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Castletroy, Limerick",Euro,1709.35
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Corbally, Limerick",Euro,1179.51
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Dock Road, Limerick",Euro,985.43
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Dooradoyle, Limerick",Euro,1324.98
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Glen, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Kilmallock, Limerick",Euro,859.74
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Newcastle West, Limerick",Euro,880.69
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Old Cratloe Road, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Raheen, Limerick",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Longford,Euro,826.95
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Longford Town,Euro,835.99
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballymahon, Longford",Euro,841.12
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Edgeworthstown, Longford",Euro,774.68
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Newtownforbes, Longford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Louth,Euro,1212.74
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ardee, Louth",Euro,1050.77
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Drogheda, Louth",Euro,1276.38
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Dundalk, Louth",Euro,1179.5
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Louth Town,Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Mayo,Euro,898.48
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballina, Mayo",Euro,810.06
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballinrobe, Mayo",Euro,786.41
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballyhaunis, Mayo",Euro,706.22
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Belmullet, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Castlebar, Mayo",Euro,1011.38
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Charlestown, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Claremorris, Mayo",Euro,851.22
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Foxford, Mayo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Swinford, Mayo",Euro,711.97
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Westport, Mayo",Euro,1043.1
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Meath,Euro,1321.09
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ashbourne, Meath",Euro,1516.72
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Athboy, Meath",Euro,1096.11
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Bettystown, Meath",Euro,1417.47
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Clonee, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Drogheda, Meath",Euro,1499.89
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Duleek, Meath",Euro,1255.99
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Dunboyne, Meath",Euro,1558.29
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Dunshaughlin, Meath",Euro,1514.78
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Enfield, Meath",Euro,1324.39
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Kells, Meath",Euro,1070.34
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Laytown, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Navan, Meath",Euro,1280.15
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ratoath, Meath",Euro,1568.83
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Stamullen, Meath",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Trim, Meath",Euro,1202.72
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Monaghan,Euro,822.75
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballybay, Monaghan",Euro,727.7
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Carrickmacross, Monaghan",Euro,911.13
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Castleblayney, Monaghan",Euro,960.61
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Monaghan Town,Euro,820
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Offaly,Euro,953.23
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Banagher, Offaly",Euro,797.43
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Birr, Offaly",Euro,768.44
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Clara, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Edenderry, Offaly",Euro,948.46
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Tullamore, Offaly",Euro,1074.08
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Roscommon,Euro,877.13
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Roscommon Town,Euro,876.43
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Athlone, Roscommon",Euro,1265.21
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballaghaderreen, Roscommon",Euro,842.32
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Boyle, Roscommon",Euro,727.55
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Castlerea, Roscommon",Euro,723.33
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Strokestown, Roscommon",Euro,799.43
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Sligo,Euro,940.32
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Sligo Town,Euro,964.65
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballinode, Sligo",Euro,1101.27
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballisodare, Sligo",Euro,941.76
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballymote, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballytivnan, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Collooney, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Lough Gill, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Strandhill, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Tubbercurry, Sligo",Euro,948.04
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Tipperary,Euro,847.97
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Tipperary Town,Euro,721.5
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballina, Tipperary",Euro,1141.92
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Cahir, Tipperary",Euro,732.2
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Carrick-On-Suir, Tipperary",Euro,854.1
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Cashel, Tipperary",Euro,868.01
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Clonmel, Tipperary",Euro,916.55
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Fethard, Tipperary",Euro,796.66
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Nenagh, Tipperary",Euro,895.4
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Roscrea, Tipperary",Euro,747.85
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Templemore, Tipperary",Euro,682.06
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Thurles, Tipperary",Euro,831.05
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Waterford,Euro,1060.1
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Waterford City,Euro,1136.86
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ballytruckle, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Canada Street, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Castle Place, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Cork Road, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Dungarvan, Waterford",Euro,977.55
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Dunmore East, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Dunmore Road, Waterford",Euro,1186.11
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ferrybank, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Inner Ring Road, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Johns Hill, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Lismore, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Mary Street, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Penrose Lane, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Poleberry, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Portlaw, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Railway Square, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Scotch Quay, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Templars Hall, Waterford",Euro,1760.45
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Tramore, Waterford",Euro,1035.16
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Westmeath,Euro,1022.23
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Athlone, Westmeath",Euro,1075.12
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Castlepollard, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Kilbeggan, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Kinnegad, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Moate, Westmeath",Euro,1011.01
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Mullingar, Westmeath",Euro,1003.03
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Wexford,Euro,959.23
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Bunclody, Wexford",Euro,922.69
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Clonard, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Enniscorthy, Wexford",Euro,837.22
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ferns, Wexford",Euro,830.72
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Ford, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Gorey, Wexford",Euro,1055.94
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Mulgannon, Wexford",Euro,1138.55
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"New Ross, Wexford",Euro,917.1
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Rosslare, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Wicklow,Euro,1429.62
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,Wicklow Town,Euro,1368.97
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Arklow, Wicklow",Euro,1104.61
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Baltinglass, Wicklow",Euro,1081.03
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Blessington, Wicklow",Euro,1439.93
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Bray, Wicklow",Euro,1402.73
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Delgany, Wicklow",Euro,1696.25
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Greystones, Wicklow",Euro,1996.17
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Kilcoole, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Newtownmountkennedy, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,All property types,"Rathnew, Wicklow",Euro,
